,SYMBOL_A,UNIPROT_AC_A,INTERACTION_TYPE,SYMBOL_B,UNIPROT_AC_B,SOURCE
5610,BECN1,Q14457,,USP13,Q92995,STRING
5611,BECN1,Q14457,,PIK3CA,P42336,STRING
5612,BECN1,Q14457,,PIKFYVE,Q9Y2I7,STRING
5613,BECN1,Q14457,,STAT3,P40763,STRING
5614,BECN1,Q14457,,RAB7A,P51149,STRING
5615,BECN1,Q14457,,PIK3C2A,O00443,STRING
5616,BECN1,Q14457,,GABARAPL1,Q9H0R8,STRING
5617,BECN1,Q14457,,PIK3C2G,O75747,STRING
5618,BECN1,Q14457,,BCL2A1,Q16548,STRING
5619,BECN1,Q14457,,MAP1LC3B,Q9GZQ8,STRING
5620,BECN1,Q14457,,AFG3L2,Q9Y4W6,STRING
5621,BECN1,Q14457,,MYH10,P35580,STRING
5622,BECN1,Q14457,,AKT1,P31749,STRING
5623,BECN1,Q14457,,RAB5A,P20339,STRING
5624,BECN1,Q14457,,PIK3R1,P27986,STRING
5625,BECN1,Q14457,,EGFR,P00533,STRING
5627,BECN1,Q14457,,NRBF2,Q96F24,STRING
5628,BECN1,Q14457,,GRID2,O43424,STRING
5629,BECN1,Q14457,,ATG3,Q9NT62,STRING
5630,BECN1,Q14457,,TAB2,Q9NYJ8,STRING
5631,BECN1,Q14457,,PRKAG2,Q9UGJ0,STRING
5632,BECN1,Q14457,,TAB3,Q8N5C8,STRING
5633,BECN1,Q14457,,WIPI2,Q9Y4P8,STRING
5634,BECN1,Q14457,,PIK3CB,P42338,STRING
5636,BECN1,Q14457,,TSC1,Q92574,STRING
5637,BECN1,Q14457,,LRRK2,Q5S007,STRING
5639,BECN1,Q14457,,NLRP4,Q96MN2,STRING
5640,BECN1,Q14457,,BIRC5,O15392,STRING
5641,BECN1,Q14457,,BCL2L1,Q07817,STRING
5642,BECN1,Q14457,,UBB,P0CG47,STRING
5643,BECN1,Q14457,,MAP1LC3B2,A6NCE7,STRING
5644,BECN1,Q14457,,TRABD,Q9H4I3,STRING
5645,BECN1,Q14457,,SLAMF1,Q13291,STRING
5646,BECN1,Q14457,,ITPR1,Q14643,STRING
5647,BECN1,Q14457,,GABARAP,O95166,STRING
5648,BECN1,Q14457,,RPTOR,Q8N122,STRING
5649,BECN1,Q14457,,CYCS,P99999,STRING
5650,BECN1,Q14457,,BCL2L14,Q9BZR8,STRING
5651,BECN1,Q14457,,VPS41,P49754,STRING
5653,BECN1,Q14457,,CASP3,P42574,STRING
5654,BECN1,Q14457,,ATG4D,Q86TL0,STRING
5655,BECN1,Q14457,,GSTM1,P09488,STRING
5656,BECN1,Q14457,,CASP2,P42575,STRING
5657,BECN1,Q14457,,PRKDC,P78527,STRING
5658,BECN1,Q14457,,BOK,Q9UMX3,STRING
5660,BECN1,Q14457,,USP9X,Q93008,STRING
5661,BECN1,Q14457,,AMBRA1,Q9C0C7,STRING
5662,BECN1,Q14457,,COX6B2,Q6YFQ2,STRING
5663,BECN1,Q14457,,ATG4C,Q96DT6,STRING
5664,BECN1,Q14457,,PRKAG1,P54619,STRING
5665,BECN1,Q14457,,HSPA5,P11021,STRING
5666,BECN1,Q14457,,ULK1,O75385,STRING
5667,BECN1,Q14457,,STK11,Q15831,STRING
5668,BECN1,Q14457,,PEG3,Q9GZU2,STRING
5669,BECN1,Q14457,,BCL2,P10415,STRING
5670,BECN1,Q14457,,DNAH8,Q96JB1,STRING
5671,BECN1,Q14457,,UBL4B,Q8N7F7,STRING
5672,BECN1,Q14457,,HDAC6,Q9UBN7,STRING
5673,BECN1,Q14457,,HSP90AA1,P07900,STRING
5674,BECN1,Q14457,,TRAF6,Q9Y4K3,STRING
5676,BECN1,Q14457,,ZFAND4,Q86XD8,STRING
5677,BECN1,Q14457,,FOXO3,O43524,STRING
5678,BECN1,Q14457,,ACACB,O00763,STRING
5679,BECN1,Q14457,,TP53BP2,Q13625,STRING
5680,BECN1,Q14457,,CTSB,P07858,STRING
5681,BECN1,Q14457,,SRP72,O76094,STRING
5682,BECN1,Q14457,,OAS2,P29728,STRING
5683,BECN1,Q14457,,HMGB1,P09429,STRING
5684,BECN1,Q14457,,ATG5,Q9H1Y0,STRING
5685,BECN1,Q14457,,NBR1,Q14596,STRING
5686,BECN1,Q14457,,ATR,Q13535,STRING
5687,BECN1,Q14457,,ACACA,Q13085,STRING
5688,BECN1,Q14457,,UBC,P0CG48,STRING
5689,BECN1,Q14457,,PLSCR1,O15162,STRING
5690,BECN1,Q14457,,NEDD4,P46934,STRING
5691,BECN1,Q14457,,PRKAA1,Q13131,STRING
5692,BECN1,Q14457,,ATG7,O95352,STRING
5694,BECN1,Q14457,,HTT,P42858,STRING
5695,BECN1,Q14457,,TRRAP,Q9Y4A5,STRING
5696,BECN1,Q14457,,UVRAG,Q9P2Y5,STRING
5697,BECN1,Q14457,,TBC1D7,Q9P0N9,STRING
5698,BECN1,Q14457,,WDR45,Q9Y484,STRING
5699,BECN1,Q14457,,PIK3R4,Q99570,STRING
5700,BECN1,Q14457,,MAP1LC3C,Q9BXW4,STRING
5701,BECN1,Q14457,,USP33,Q8TEY7,STRING
5702,BECN1,Q14457,,DAPK1,P53355,STRING
5703,BECN1,Q14457,,CASP8,Q14790,STRING
5704,BECN1,Q14457,,PRDM10,Q9NQV6,STRING
5705,BECN1,Q14457,,PIK3CG,P48736,STRING
5706,BECN1,Q14457,,WASH6P,Q9NQA3,STRING
5707,BECN1,Q14457,,ATG2B,Q96BY7,STRING
5708,BECN1,Q14457,,BAK1,Q16611,STRING
5709,BECN1,Q14457,,UBA3,Q8TBC4,STRING
5710,BECN1,Q14457,,MTOR,P42345,STRING
5711,BECN1,Q14457,,ULK2,Q8IYT8,STRING
5712,BECN1,Q14457,,DZIP3,Q86Y13,STRING
5713,BECN1,Q14457,,ATG9A,Q7Z3C6,STRING
5714,PARP1,P09874,,STAT3,P40763,STRING
5716,PIK3C2B,O00750,,BECN1,Q14457,STRING
5717,ATF6,P18850,,BECN1,Q14457,STRING
5718,AIM2,O14862,,BECN1,Q14457,STRING
5719,GOPC,Q9HD26,,BECN1,Q14457,STRING
5720,S100A8,P05109,,BECN1,Q14457,STRING
5721,CTSS,P25774,,BECN1,Q14457,STRING
5722,MCL1,Q07820,,STAT3,P40763,STRING
5723,MCL1,Q07820,,BECN1,Q14457,STRING
5724,UBL4A,P11441,,BECN1,Q14457,STRING
5725,DIRAS3,O95661,,STAT3,P40763,STRING
5726,DIRAS3,O95661,,BECN1,Q14457,STRING
5728,PRKAA2,P54646,,BECN1,Q14457,STRING
5729,PTEN,P60484,,STAT3,P40763,STRING
5730,PTEN,P60484,,BECN1,Q14457,STRING
5731,ATG4A,Q8WYN0,,BECN1,Q14457,STRING
5732,CD40,P25942,,STAT3,P40763,STRING
5733,ZWINT,O95229,,BECN1,Q14457,STRING
5734,TLR4,O00206,,STAT3,P40763,STRING
5735,TLR4,O00206,,BECN1,Q14457,STRING
5736,PDIK1L,Q8N165,,BECN1,Q14457,STRING
5737,ITPR3,Q14573,,BECN1,Q14457,STRING
5738,MAP1LC3A,Q9H492,,BECN1,Q14457,STRING
5739,CUL4A,Q13619,,BECN1,Q14457,STRING
5740,HSPA1A,P0DMV8,,BECN1,Q14457,STRING
5742,UBD,O15205,,BECN1,Q14457,STRING
5743,ATG2A,Q2TAZ0,,BECN1,Q14457,STRING
5744,PIK3CD,O00329,,STAT3,P40763,STRING
5745,PIK3CD,O00329,,BECN1,Q14457,STRING
5746,ISG15,P05161,,STAT3,P40763,STRING
5747,ISG15,P05161,,BECN1,Q14457,STRING
5749,FOXO1,Q12778,,STAT3,P40763,STRING
5750,BNIP3L,O60238,,BECN1,Q14457,STRING
5751,STK35,Q8TDR2,,BECN1,Q14457,STRING
5755,SQSTM1,Q13501,,RIPK1,Q13546,STRING
5756,SQSTM1,Q13501,,VAC14,Q08AM6,STRING
5757,SQSTM1,Q13501,,PIK3C3,Q8NEB9,STRING
5758,SQSTM1,Q13501,,WIPI1,Q5MNZ9,STRING
5759,SQSTM1,Q13501,,MAPK3,Q16644,STRING
5761,SQSTM1,Q13501,,PIKFYVE,Q9Y2I7,STRING
5762,SQSTM1,Q13501,,RAB7A,P51149,STRING
5763,SQSTM1,Q13501,,GABARAPL1,Q9H0R8,STRING
5764,SQSTM1,Q13501,,MAP1LC3B,Q9GZQ8,STRING
5765,SQSTM1,Q13501,,TP53,P04637,STRING
5766,SQSTM1,Q13501,,AKT1,P31749,STRING
5767,SQSTM1,Q13501,,WIPI2,Q9Y4P8,STRING
5768,SQSTM1,Q13501,,UBB,P0CG47,STRING
5770,SQSTM1,Q13501,,RPTOR,Q8N122,STRING
5771,SQSTM1,Q13501,,CASP3,P42574,STRING
5774,SQSTM1,Q13501,,HSP90AB1,P08238,STRING
5775,SQSTM1,Q13501,,BCL2,P10415,STRING
5776,SQSTM1,Q13501,,CASP9,P55211,STRING
5777,SQSTM1,Q13501,,LAMP1,P11279,STRING
5778,SQSTM1,Q13501,,HDAC6,Q9UBN7,STRING
5779,SQSTM1,Q13501,,HSP90AA1,P07900,STRING
5781,SQSTM1,Q13501,,ATG5,Q9H1Y0,STRING
5782,SQSTM1,Q13501,,NBR1,Q14596,STRING
5784,SQSTM1,Q13501,,ATG7,O95352,STRING
5786,SQSTM1,Q13501,,UVRAG,Q9P2Y5,STRING
5787,SQSTM1,Q13501,,PIK3R4,Q99570,STRING
5789,SQSTM1,Q13501,,CASP8,Q14790,STRING
5790,SQSTM1,Q13501,,PRDM10,Q9NQV6,STRING
5793,SQSTM1,Q13501,,ATG9A,Q7Z3C6,STRING
5795,SQSTM1,Q13501,,GOPC,Q9HD26,STRING
5796,SQSTM1,Q13501,,BNIP3,Q12983,STRING
5798,SQSTM1,Q13501,,PINK1,Q9BXM7,STRING
5802,NLRP5,P59047,,BECN1,Q14457,STRING
5803,PTOV1,Q86YD1,,BECN1,Q14457,STRING
5804,ATG16L1,Q676U5,,BECN1,Q14457,STRING
5805,ATG16L1,Q676U5,,SQSTM1,Q13501,STRING
5807,DDX17,Q92841,,BECN1,Q14457,STRING
5808,ROCK1,Q13464,,BECN1,Q14457,STRING
5810,ATG4B,Q9Y4P1,,BECN1,Q14457,STRING
5811,ATG4B,Q9Y4P1,,SQSTM1,Q13501,STRING
5812,RELA,Q04206,,STAT3,P40763,STRING
5813,RELA,Q04206,,BECN1,Q14457,STRING
5814,RELA,Q04206,,SQSTM1,Q13501,STRING
5815,XPO1,O14980,,BECN1,Q14457,STRING
5816,WDR81,Q562E7,,BECN1,Q14457,STRING
5817,OAS1,P00973,,BECN1,Q14457,STRING
5818,CELF2,O95319,,BECN1,Q14457,STRING
5820,PIK3R5,Q8WYR1,,BECN1,Q14457,STRING
5821,GABARAPL3,Q9BY60,,BECN1,Q14457,STRING
5822,CDKN2A,P42771,,STAT3,P40763,STRING
5823,CDKN2A,P42771,,BECN1,Q14457,STRING
5824,GSPT1,P15170,,BECN1,Q14457,STRING
5825,ULK3,Q6PHR2,,BECN1,Q14457,STRING
5826,MYD88,Q99836,,STAT3,P40763,STRING
5827,MYD88,Q99836,,BECN1,Q14457,STRING
5828,MYD88,Q99836,,SQSTM1,Q13501,STRING
5829,ERN1,O75460,,BECN1,Q14457,STRING
5830,SMG1,Q96Q15,,BECN1,Q14457,STRING
5831,LAMP2,P13473,,SQSTM1,Q13501,STRING
5833,CASP1,P29466,,STAT3,P40763,STRING
5834,CASP1,P29466,,BECN1,Q14457,STRING
5835,SH3GLB1,Q9Y371,,BECN1,Q14457,STRING
5836,BRCA1,P38398,,STAT3,P40763,STRING
5837,BRCA1,P38398,,BECN1,Q14457,STRING
5838,RAB9A,P51151,,BECN1,Q14457,STRING
5840,ATG12,O94817,,BECN1,Q14457,STRING
5841,ATG12,O94817,,SQSTM1,Q13501,STRING
5842,IRGM,A1A4Y4,,BECN1,Q14457,STRING
5843,FAU,P35544,,BECN1,Q14457,STRING
5844,ATG13,O75143,,BECN1,Q14457,STRING
5845,CELF1,Q92879,,BECN1,Q14457,STRING
5846,APAF1,O14727,,BECN1,Q14457,STRING
5847,ZFYVE1,Q9HBF4,,BECN1,Q14457,STRING
5848,WWOX,Q9NZC7,,BECN1,Q14457,STRING
5850,PI4KA,P42356,,BECN1,Q14457,STRING
5854,BDKRB2,P30411,,HEBP1,Q9NRV9,STRING
5855,BDKRB2,P30411,,UTS2,O95399,STRING
5856,BDKRB2,P30411,,GNA11,P29992,STRING
5857,BDKRB2,P30411,,P2RY10,O00398,STRING
5858,BDKRB2,P30411,,DRD4,P21917,STRING
5859,BDKRB2,P30411,,BDKRB1,P46663,STRING
5860,BDKRB2,P30411,,PROKR2,Q8NFJ6,STRING
5861,BDKRB2,P30411,,PDYN,P01213,STRING
5862,BDKRB2,P30411,,OXT,P01178,STRING
5863,BDKRB2,P30411,,MLNR,O43193,STRING
5864,BDKRB2,P30411,,C5,P01031,STRING
5865,BDKRB2,P30411,,PPY,P01298,STRING
5866,BDKRB2,P30411,,CXCL6,P80162,STRING
5867,BDKRB2,P30411,,GNRHR,P30968,STRING
5868,BDKRB2,P30411,,GNB3,P16520,STRING
5869,BDKRB2,P30411,,GRM6,O15303,STRING
5870,BDKRB2,P30411,,GNB4,Q9HAV0,STRING
5871,BDKRB2,P30411,,KISS1R,Q969F8,STRING
5872,BDKRB2,P30411,,OPRD1,P41143,STRING
5873,BDKRB2,P30411,,TAS2R8,Q9NYW2,STRING
5874,BDKRB2,P30411,,TAS2R10,Q9NYW0,STRING
5875,BDKRB2,P30411,,TAS2R7,Q9NYW3,STRING
5876,BDKRB2,P30411,,TAS2R9,Q9NYW1,STRING
5877,BDKRB2,P30411,,KALRN,O60229,STRING
5878,BDKRB2,P30411,,GHSR,Q92847,STRING
5879,BDKRB2,P30411,,NPY,P01303,STRING
5880,BDKRB2,P30411,,C3,P01024,STRING
5881,BDKRB2,P30411,,GNRH2,O43555,STRING
5882,BDKRB2,P30411,,S1PR4,O95977,STRING
5883,BDKRB2,P30411,,FFAR2,O15552,STRING
5884,BDKRB2,P30411,,FFAR1,O14842,STRING
5885,BDKRB2,P30411,,CCR7,P32248,STRING
5886,BDKRB2,P30411,,TAS2R3,Q9NYW6,STRING
5887,BDKRB2,P30411,,TAS2R4,Q9NYW5,STRING
5888,BDKRB2,P30411,,TAS2R5,Q9NYW4,STRING
5889,BDKRB2,P30411,,F2RL3,Q96RI0,STRING
5890,BDKRB2,P30411,,GNG13,Q9P2W3,STRING
5891,BDKRB2,P30411,,GNG11,P61952,STRING
5892,BDKRB2,P30411,,GNGT1,P63211,STRING
5893,BDKRB2,P30411,,MCHR1,Q99705,STRING
5894,BDKRB2,P30411,,GALR3,O60755,STRING
5895,BDKRB2,P30411,,TAS2R16,Q9NYV7,STRING
5896,BDKRB2,P30411,,ADCY7,P51828,STRING
5897,BDKRB2,P30411,,SSTR4,P31391,STRING
5898,BDKRB2,P30411,,NMUR2,Q9GZQ4,STRING
5899,BDKRB2,P30411,,CHRM3,P20309,STRING
5900,BDKRB2,P30411,,NTS,P30990,STRING
5901,BDKRB2,P30411,,GRP,P07492,STRING
5902,BDKRB2,P30411,,HRH4,Q9H3N8,STRING
5903,BDKRB2,P30411,,MTNR1B,P49286,STRING
5904,BDKRB2,P30411,,APLNR,P35414,STRING
5905,BDKRB2,P30411,,ANXA1,P04083,STRING
5906,BDKRB2,P30411,,NMBR,P28336,STRING
5907,BDKRB2,P30411,,HTR2B,P41595,STRING
5908,BDKRB2,P30411,,GABBR2,O75899,STRING
5909,BDKRB2,P30411,,CCL21,O00585,STRING
5910,BDKRB2,P30411,,CCL27,Q9Y4X3,STRING
5911,BDKRB2,P30411,,PLCB2,Q00722,STRING
5912,BDKRB2,P30411,,ADCY3,O60266,STRING
5913,BDKRB2,P30411,,GNB5,O14775,STRING
5914,BDKRB2,P30411,,CREBBP,Q92793,STRING
5915,BDKRB2,P30411,,PIK3R3,Q92569,STRING
5916,BDKRB2,P30411,,GNA15,P30679,STRING
5917,BDKRB2,P30411,,EP300,Q09472,STRING
5918,BDKRB2,P30411,,PIK3CA,P42336,STRING
5919,BDKRB2,P30411,,NMU,P48645,STRING
5920,BDKRB2,P30411,,POMC,P01189,STRING
5921,BDKRB2,P30411,,KNG1,P01042,STRING
5922,BDKRB2,P30411,,OPRK1,P41145,STRING
5923,BDKRB2,P30411,,GAL,P22466,STRING
5924,BDKRB2,P30411,,NPFF,O15130,STRING
5925,BDKRB2,P30411,,SSTR1,P30872,STRING
5926,BDKRB2,P30411,,GPR65,Q8IYL9,STRING
5927,BDKRB2,P30411,,TP53,P04637,STRING
5928,BDKRB2,P30411,,PROK1,P58294,STRING
5929,BDKRB2,P30411,,GPR17,Q13304,STRING
5930,BDKRB2,P30411,,CXCR7,,STRING
5931,BDKRB2,P30411,,AGTR1,P30556,STRING
5932,BDKRB2,P30411,,PIK3R1,P27986,STRING
5933,BDKRB2,P30411,,HTR2C,P28335,STRING
5934,BDKRB2,P30411,,GNRH1,P01148,STRING
5935,BDKRB2,P30411,,NPFFR1,Q9GZQ6,STRING
5936,BDKRB2,P30411,,PLCB3,Q01970,STRING
5937,BDKRB2,P30411,,ADRA2A,P08913,STRING
5938,BDKRB2,P30411,,MCHR2,Q969V1,STRING
5939,BDKRB2,P30411,,CYSLTR2,Q9NS75,STRING
5940,BDKRB2,P30411,,GRM1,Q13255,STRING
5941,BDKRB2,P30411,,APP,P05067,STRING
5942,BDKRB2,P30411,,ADCY8,P40145,STRING
5943,BDKRB2,P30411,,GNAQ,P50148,STRING
5944,BDKRB2,P30411,,CXCL13,O43927,STRING
5945,BDKRB2,P30411,,SST,P61278,STRING
5946,BDKRB2,P30411,,HTR5A,Q86XA9,STRING
5947,BDKRB2,P30411,,ACE,P12821,STRING
5948,BDKRB2,P30411,,CXCR5,P32302,STRING
5949,BDKRB2,P30411,,CCR2,P41597,STRING
5950,BDKRB2,P30411,,CCR5,P51681,STRING
5951,BDKRB2,P30411,,PTGER1,P34995,STRING
5952,BDKRB2,P30411,,CCL5,P13501,STRING
5953,BDKRB2,P30411,,CCL16,O15467,STRING
5954,BDKRB2,P30411,,HCRT,O43612,STRING
5955,BDKRB2,P30411,,CXCL16,Q9H2A7,STRING
5956,BDKRB2,P30411,,SSTR5,P35346,STRING
5957,BDKRB2,P30411,,ADCY9,O60503,STRING
5958,BDKRB2,P30411,,GNG3,P63215,STRING
5959,BDKRB2,P30411,,CCKAR,P32238,STRING
5960,BDKRB2,P30411,,PROK2,Q9HC23,STRING
5961,BDKRB2,P30411,,CXCR1,P25024,STRING
5962,BDKRB2,P30411,,CXCL3,P19876,STRING
5963,BDKRB2,P30411,,CXCL5,P42830,STRING
5964,BDKRB2,P30411,,PPBP,P02775,STRING
5965,BDKRB2,P30411,,PF4,P02776,STRING
5966,BDKRB2,P30411,,CCR1,P32246,STRING
5967,BDKRB2,P30411,,F2RL2,O00254,STRING
5968,BDKRB2,P30411,,F2RL1,P55085,STRING
5969,BDKRB2,P30411,,ADCY1,Q08828,STRING
5971,BDKRB2,P30411,,NOS3,P29474,STRING
5972,BDKRB2,P30411,,OXGR1,Q96P68,STRING
5973,BDKRB2,P30411,,AVPR1A,P37288,STRING
5974,BDKRB2,P30411,,GALR1,P47211,STRING
5975,BDKRB2,P30411,,TAC3,Q9UHF0,STRING
5976,BDKRB2,P30411,,GNGT2,O14610,STRING
5977,BDKRB2,P30411,,GNG8,Q9UK08,STRING
5978,BDKRB2,P30411,,PNOC,Q13519,STRING
5979,BDKRB2,P30411,,PTAFR,P25105,STRING
5980,BDKRB2,P30411,,C3AR1,Q16581,STRING
5981,BDKRB2,P30411,,FPR1,P21462,STRING
5982,BDKRB2,P30411,,INSL5,Q9Y5Q6,STRING
5983,BDKRB2,P30411,,MTNR1A,P48039,STRING
5984,BDKRB2,P30411,,TACR3,P29371,STRING
5985,BDKRB2,P30411,,TRH,P20396,STRING
5986,BDKRB2,P30411,,TACR1,P25103,STRING
5987,BDKRB2,P30411,,NTSR2,O95665,STRING
5988,BDKRB2,P30411,,PROKR1,Q8TCW9,STRING
5989,BDKRB2,P30411,,CXCR6,O00574,STRING
5990,BDKRB2,P30411,,P2RY1,P47900,STRING
5991,BDKRB2,P30411,,GNB2,P62879,STRING
5992,BDKRB2,P30411,,S1PR1,P21453,STRING
5993,BDKRB2,P30411,,APLN,Q9ULZ1,STRING
5994,BDKRB2,P30411,,CXCL10,P02778,STRING
5995,BDKRB2,P30411,,NMUR1,Q9HB89,STRING
5996,BDKRB2,P30411,,GRM5,P41594,STRING
5997,BDKRB2,P30411,,CHRM1,P11229,STRING
5998,BDKRB2,P30411,,IL8,P10145,STRING
5999,BDKRB2,P30411,,ADRA1B,P35368,STRING
6000,BDKRB2,P30411,,CXCL11,O14625,STRING
6001,BDKRB2,P30411,,P2RY12,Q9H244,STRING
6002,BDKRB2,P30411,,LTB4R,Q15722,STRING
6003,HTR1E,P28566,,BDKRB2,P30411,STRING
6004,NPFFR2,Q9Y5X5,,BDKRB2,P30411,STRING
6005,P2RY14,Q15391,,BDKRB2,P30411,STRING
6006,F2,P00734,,BDKRB2,P30411,STRING
6007,ADORA1,P30542,,BDKRB2,P30411,STRING
6008,CCL19,Q99731,,BDKRB2,P30411,STRING
6009,GPRC6A,Q5T6X5,,BDKRB2,P30411,STRING
6010,P2RY6,Q15077,,BDKRB2,P30411,STRING
6011,TRHR,P34981,,BDKRB2,P30411,STRING
6012,P2RY2,P41231,,BDKRB2,P30411,STRING
6013,XCR1,P46094,,BDKRB2,P30411,STRING
6014,ADCY6,O43306,,BDKRB2,P30411,STRING
6015,ADCY4,Q8NFM4,,BDKRB2,P30411,STRING
6017,GNAI2,P04899,,BDKRB2,P30411,STRING
6018,HTR1D,P28221,,BDKRB2,P30411,STRING
6019,EDNRA,P25101,,BDKRB2,P30411,STRING
6020,HTR1A,P08908,,BDKRB2,P30411,STRING
6021,CXCR2,P25025,,BDKRB2,P30411,STRING
6022,GPR4,P46093,,BDKRB2,P30411,STRING
6023,CHRM2,P08172,,BDKRB2,P30411,STRING
6024,P2RY13,Q9BPV8,,BDKRB2,P30411,STRING
6025,TAC1,P20366,,BDKRB2,P30411,STRING
6026,F2R,P25116,,BDKRB2,P30411,STRING
6027,HTR1F,P30939,,BDKRB2,P30411,STRING
6028,UTS2R,Q9UKP6,,BDKRB2,P30411,STRING
6029,P2RY11,Q96G91,,BDKRB2,P30411,STRING
6030,PENK,P01210,,BDKRB2,P30411,STRING
6031,OXTR,P30559,,BDKRB2,P30411,STRING
6032,KLK4,Q9Y5K2,,BDKRB2,P30411,STRING
6033,CCR8,P51685,,BDKRB2,P30411,STRING
6034,TAS2R60,P59551,,BDKRB2,P30411,STRING
6035,LPAR5,Q9H1C0,,BDKRB2,P30411,STRING
6036,FFAR3,O14843,,BDKRB2,P30411,STRING
6037,S1PR5,Q9H228,,BDKRB2,P30411,STRING
6038,RXFP3,Q9NSD7,,BDKRB2,P30411,STRING
6039,GPR132,Q9UNW8,,BDKRB2,P30411,STRING
6040,GALR2,O43603,,BDKRB2,P30411,STRING
6041,NPW,Q8N729,,BDKRB2,P30411,STRING
6042,SSTR3,P32745,,BDKRB2,P30411,STRING
6043,NPBWR1,P48145,,BDKRB2,P30411,STRING
6044,GAST,P01350,,BDKRB2,P30411,STRING
6045,PMCH,P20382,,BDKRB2,P30411,STRING
6046,CCR10,P46092,,BDKRB2,P30411,STRING
6047,NPY2R,P49146,,BDKRB2,P30411,STRING
6048,CCR4,P51679,,BDKRB2,P30411,STRING
6049,NPB,Q8NG41,,BDKRB2,P30411,STRING
6050,PTGDR2,Q9Y5Y4,,BDKRB2,P30411,STRING
6051,TAS2R42,Q7RTR8,,BDKRB2,P30411,STRING
6052,PLCB4,Q15147,,BDKRB2,P30411,STRING
6053,GNG2,P59768,,BDKRB2,P30411,STRING
6054,CCKBR,P32239,,BDKRB2,P30411,STRING
6055,ARHGEF25,Q86VW2,,BDKRB2,P30411,STRING
6056,CCK,P06307,,BDKRB2,P30411,STRING
6057,OPRL1,P41146,,BDKRB2,P30411,STRING
6058,EDN3,P14138,,BDKRB2,P30411,STRING
6059,NOS1,P29475,,BDKRB2,P30411,STRING
6060,PLCB1,Q9NQ66,,BDKRB2,P30411,STRING
6061,TRIO,O75962,,BDKRB2,P30411,STRING
6062,NPY5R,Q15761,,BDKRB2,P30411,STRING
6063,CCR6,P51684,,BDKRB2,P30411,STRING
6064,FPR2,P25090,,BDKRB2,P30411,STRING
6066,FPR3,P25089,,BDKRB2,P30411,STRING
6067,HRH3,Q9Y5N1,,BDKRB2,P30411,STRING
6068,ADCY2,Q08462,,BDKRB2,P30411,STRING
6069,GNAI1,P63096,,BDKRB2,P30411,STRING
6070,GPR18,Q14330,,BDKRB2,P30411,STRING
6071,GRM8,O00222,,BDKRB2,P30411,STRING
6072,LPAR6,P43657,,BDKRB2,P30411,STRING
6073,QRFP,P83859,,BDKRB2,P30411,STRING
6074,C5AR1,P21730,,BDKRB2,P30411,STRING
6075,SAA1,P0DJI8,,BDKRB2,P30411,STRING
6076,PTGER3,P43115,,BDKRB2,P30411,STRING
6077,HCAR1,Q9BXC0,,BDKRB2,P30411,STRING
6078,SSTR2,P30874,,BDKRB2,P30411,STRING
6079,CCR9,P51686,,BDKRB2,P30411,STRING
6080,GRM7,Q14831,,BDKRB2,P30411,STRING
6081,S1PR3,Q99500,,BDKRB2,P30411,STRING
6082,CCL20,P78556,,BDKRB2,P30411,STRING
6083,LPAR1,Q92633,,BDKRB2,P30411,STRING
6084,NPSR1,Q6W5P4,,BDKRB2,P30411,STRING
6085,PYY,P10082,,BDKRB2,P30411,STRING
6086,CCL28,Q9NRJ3,,BDKRB2,P30411,STRING
6087,GNRHR2,Q96P88,,BDKRB2,P30411,STRING
6088,NPY1R,P25929,,BDKRB2,P30411,STRING
6089,DRD2,P14416,,BDKRB2,P30411,STRING
6090,CXCL9,Q07325,,BDKRB2,P30411,STRING
6091,SUCNR1,Q9BXA5,,BDKRB2,P30411,STRING
6092,GRM3,Q14832,,BDKRB2,P30411,STRING
6093,GNG4,P50150,,BDKRB2,P30411,STRING
6094,AGT,P01019,,BDKRB2,P30411,STRING
6095,AVPR1B,P47901,,BDKRB2,P30411,STRING
6096,KISS1,Q15726,,BDKRB2,P30411,STRING
6097,XCL1,P47992,,BDKRB2,P30411,STRING
6098,XCL2,Q9UBD3,,BDKRB2,P30411,STRING
6099,RXFP4,Q8TDU9,,BDKRB2,P30411,STRING
6100,CNR1,P21554,,BDKRB2,P30411,STRING
6101,ADORA3,P0DMS8,,BDKRB2,P30411,STRING
6102,NPBWR2,P48146,,BDKRB2,P30411,STRING
6103,GNAI3,P08754,,BDKRB2,P30411,STRING
6104,HTR1B,P28222,,BDKRB2,P30411,STRING
6105,NTSR1,P30989,,BDKRB2,P30411,STRING
6106,LPAR3,Q9UBY5,,BDKRB2,P30411,STRING
6107,GNG5,P63218,,BDKRB2,P30411,STRING
6108,BRS3,P32247,,BDKRB2,P30411,STRING
6109,PTGFR,P43088,,BDKRB2,P30411,STRING
6110,HCRTR2,O43614,,BDKRB2,P30411,STRING
6111,GNG12,Q9UBI6,,BDKRB2,P30411,STRING
6112,AGTR2,P50052,,BDKRB2,P30411,STRING
6113,OPN4,Q9UHM6,,BDKRB2,P30411,STRING
6114,EDN2,P20800,,BDKRB2,P30411,STRING
6115,LPAR4,Q99677,,BDKRB2,P30411,STRING
6116,CYSLTR1,Q9Y271,,BDKRB2,P30411,STRING
6117,TACR2,P21452,,BDKRB2,P30411,STRING
6118,CXCR3,P49682,,BDKRB2,P30411,STRING
6119,HCRTR1,O43613,,BDKRB2,P30411,STRING
6120,GRM4,Q14833,,BDKRB2,P30411,STRING
